"";"CTL.1";"CTL.2";"CTL.3";"CTL.4";"PD1.1";"PD1.2";"PD1.3";"PD1.4";"CMP.1";"CMP.3";"CMP.4"
"TC1300002078.mm.2";3,23965491527462;3,10906259872433;3,34840579818234;3,66078436470205;3,12053588108279;2,89821082638732;3,0772495488586;3,37747536159651;2,5119697655273;2,88853627419161;2,93203882740387
"TC1800001665.mm.2";6,46624741675025;6,4715864527782;6,45202509789994;6,74245026583423;6,51064806105278;7,09810764237183;6,84270226629966;6,77461039611307;7,35942757346081;7,79398387515578;7,32845532242391
"TC0200005218.mm.2";6,23858999185345;6,17885711694938;6,02596448430842;6,00407279439654;6,42500413804068;7,17447617724153;6,35754107289397;6,83083289773427;7,43268881696999;7,77759910926952;6,45324773069537
"TC0700004276.mm.2";7,66084056800436;7,55474194319576;7,64989058336143;7,57935660447788;7,42645460496192;7,08529020405802;6,79096605476738;7,47166018567557;7,26157654433212;6,99533036926808;7,28948479562019
"TC0600000606.mm.2";4,5020983399203;3,86983360101348;3,72204692383795;3,64451262994788;4,4092966498944;4,59427132510489;4,19814958879451;3,83980431819546;3,75285386195385;4,3599369222547;4,79578447156504
"TC1300002013.mm.2";7,10381126139172;6,91370854010433;6,86087753670282;7,6256696031362;6,96936722646214;7,30555618656769;7,49771128295227;7,04940841528211;6,77715936703199;7,28811682883156;7,11349208291144
"TC0800002589.mm.2";9,19860953007776;9,4441738502917;9,36570598020789;9,32588708991535;9,79348170997152;9,72071192869311;9,8673441618561;9,32519296655079;9,7584046217993;9,79658248259255;9,58541836159321
"TC1900000689.mm.2";7,1978022187981;7,23731898644034;6,9827424014389;7,18907943205679;7,25855110661439;7,67769573693555;7,03478900250637;7,4040155865504;7,48631481163268;7,91249806142525;7,65630821303458
"TC1400000965.mm.2";3,01780399246959;3,30375226591778;2,94213585482206;3,00785872158928;3,5957894030359;3,35161044642414;3,30375226591778;2,5714153154808;3,01016227765873;2,94634381398259;2,53338232353776
"TC0300001031.mm.2";4,12252995766647;3,8194337657434;3,71742332047296;3,61874445287572;4,15221317119951;4,09806332823155;4,31245884299587;4,5352807249331;4,33847055619347;3,60357832871597;4,59017880264118
"TC1300000087.mm.2";8,34077365974928;8,36749752809913;7,88489543469919;8,03826366265749;8,4551812622455;7,95440211570708;8,00996990886155;8,47111481742963;8,70786936418418;8,5625332586182;8,85775306247044
"TC1300000560.mm.2";10,3819101012575;10,5957291793526;10,5185119644513;10,8562289569989;10,5844279309698;10,6122338975902;10,7915113081586;10,4094494376191;11,0332085981632;10,9857013663378;10,981244517918
"TC1900000630.mm.2";2,29441961106303;1,82670363260798;2,44835541820015;2,19852115970087;2,66086016163886;1,98104661474843;2,60727332908878;1,65750357576775;2,87834915400625;2,07624506187134;2,23395414331526
"TC1200001794.mm.2";2,95349932587827;3,46745769174013;2,94243273180668;2,85230938110491;3,11892613931924;2,98748779336479;3,43063412842401;3,69454727433685;2,859521600968;2,78047638539738;2,88780020319531
"TC1400000972.mm.2";2,44460016266677;2,16346584402626;2,58073079648054;2,69589922457884;3,24082279814488;2,43387772496288;3,5549100807306;2,34158953245483;2,05921763768942;2,21580877394234;1,95839682645106
"TC0500002856.mm.2";3,93859699721056;4,77226609656039;3,20103161426195;3,37963249911406;3,23240637889313;3,43442990480321;3,50264931136343;3,47007663172559;3,67932195022488;3,7557395917215;3,05593097069435
"TC1000000113.mm.2";4,16551393536404;4,08091244493683;3,98628980720274;3,69624799114843;3,96850176178168;3,81336279865674;3,78281344724189;3,5600438929445;3,66476692983279;3,46151677371556;3,27647642760363
"TC0200002411.mm.2";4,14312217454711;4,74885429918027;4,21168949381722;4,100717550212;4,8269414051067;4,13036484329138;4,86245827512604;4,44814268906502;3,88712789271027;3,57969432946476;4,16542232252356
"TC0900002239.mm.2";6,33650777657616;6,99099081185083;6,53362295952041;6,72598815696183;6,48267198738771;6,87658353210491;6,44744343380275;5,98619596015771;6,55072091725826;6,82534197277206;6,35164226363813
"TC1100003517.mm.2";2,9720053820059;2,73449010603706;2,83396589591667;2,59166272501872;4,04017019645493;3,06763051483371;2,85737457230979;3,00901528728089;3,76607488125408;2,70633976275085;3,43431011004843
"TC0500001301.mm.2";3,90185790061448;3,53469471290424;3,65085721550648;4,51145891379955;3,33832048001591;2,99697520993239;4,01065932988009;3,64697544413676;3,89781839703153;5,07394880487392;4,23780018078949
"TC1100001171.mm.2";5,28627213291082;5,21928676490019;5,28707779635939;4,54071182903008;5,80220969595287;6,12709431540932;5,71606771461985;6,0140742131465;8,04793162846362;9,10427728273407;7,21964843474172
"TC0500000212.mm.2";4,65334986054993;4,8173102443465;4,69088055329262;5,01723036269728;4,88358266602285;4,55520325467416;5,17588409273446;4,35191629358081;4,37696242130476;4,20717380768918;5,25603023405203
"TC0300000974.mm.2";7,52032006602257;7,49524954049051;7,26177417804297;7,63225482785697;7,45608686161729;7,80494329636768;7,55320444258265;7,43282746040596;8,04705918856224;8,82317595941213;7,93816007986424
"TC1400002208.mm.2";7,66156092752923;7,28408835483806;7,30570724855884;7,58268308257704;7,18292299113658;7,77628550876902;7,46217495107536;7,57265429201676;7,2012283246034;6,98291301089934;7,09870213892263
"TC1700000624.mm.2";4,71071094556782;4,7371678333405;5,48775600914658;4,86283079235176;5,39999976757226;4,69300159276639;5,08586969828768;5,06095828648196;4,6423584868747;3,99946782264926;4,33752990862099
"TC1500000389.mm.2";7,26325398662656;6,86588058260386;6,78527848741652;6,30793759464471;7,12957457023165;6,68769655342515;7,13459604905328;7,28266766954916;7,18962649668296;6,87512110086165;7,45843457552424
"TC1400002257.mm.2";4,09897417983826;3,24111686853686;3,87603213453006;2,96232897888237;3,24111686853686;3,44587281612407;3,28298543744796;2,8969665511022;4,25484656565711;2,84301204964118;3,20156484274115
"TC0400001921.mm.2";7,0719428285983;7,21979222056329;7,01316320482325;6,71053737144627;6,61990705268676;5,8844077849416;5,86524199254449;6,54310787652667;6,28594284690434;5,91864490032266;6,74927300660577
"TC0100002751.mm.2";3,99122529772925;3,95269089431944;4,23309949919659;4,31547494394272;4,75614535122049;3,78442389063489;5,00081188724284;4,51915618638724;3,58692864963207;3,96523369999903;3,97213064393982
"TC0300002371.mm.2";4,87112285937677;5,01552913032107;5,41070351328947;5,68146301038964;5,2410631853113;5,28396438857538;5,86611833253357;5,39499556824659;5,72474202612147;5,50189149721756;5,6762429899574
"TC1500001215.mm.2";3,73632091698085;3,51203959824207;4,06258899534013;3,03756464322862;3,46978895525552;2,71538041507765;3,9683251119882;3,26796147470489;3,6762902078744;3,10970069326027;3,32760614027307
"TC1800000453.mm.2";1,85863359328737;1,98220897621388;1,99762318301822;2,61547695035166;1,51350933909572;1,61570038552243;1,60063306164466;1,44941099112249;1,70461700454961;1,86297486561624;2,16062021632655
"TC0100000632.mm.2";9,46549492774096;9,76570955451409;9,71723793255275;9,08027400202464;10,014750406407;10,7773380889845;9,63235666738635;10,231212662945;10,8292763770212;11,8995875173285;10,5833867843579
"TC1900001703.mm.2";5,99237415717267;5,72755542457332;4,52891887660448;5,52767119146953;5,23203379472739;4,50476827353243;5,42131850989277;5,30913310107915;6,08512307885819;7,39878703682807;5,46234338293109
"TC1700002336.mm.2";4,77754600016921;5,37149824155904;4,91912764709444;4,8393162529597;5,08576190552798;5,08862611641036;5,48813198972624;5,32160689166261;4,98099785557492;5,47311558378298;5,07756772144417
"TC1900000119.mm.2";3,98010003518303;3,7303440947984;3,56480098041759;3,93405887034328;3,98524046643912;4,15513841720687;4,30699322406653;3,93246526478622;4,28697774529079;4,41252922999576;4,44910999706202
"TC1200000899.mm.2";2,17507660877271;3,28430131432619;2,22300623249444;3,32208044973689;1,97583896037241;3,41279118797334;2,38562442167566;2,02653865852586;2,46505226853396;2,16904780890597;3,04122055278975
"TC0500002280.mm.2";4,50047244435714;5,3088343129544;4,41924947961734;4,39570141380755;4,43931909645443;4,42281776875681;5,19299623114402;4,35959242131614;4,74552021764793;4,4567397881256;5,19327614829652
"TC1100000327.mm.2";3,83626516095236;3,85706914122854;3,0936108175182;3,59416173786104;3,56030221260988;3,85603943789314;3,92338081770337;2,85597625538386;2,93056027514399;3,29770856466877;4,20930908077229
"TC1100003013.mm.2";4,72693293943988;4,68576966531518;5,0289930504396;4,14397707986595;4,34669117832647;4,26459690422318;4,78582122834522;5,13514532106777;5,03024814250537;5,44568509290663;4,68918822821256
"TC0300002291.mm.2";4,03894322558812;3,61093565180012;3,91889182231121;3,6332767991874;3,48248149175299;4,08829510238835;4,04988239647819;3,33914423484758;3,31782675345317;3,55253616470442;3,98231862226101
"TC1300000718.mm.2";2,80804492132465;3,25463688307793;2,67381161680603;2,3414994551651;2,42580300604105;2,66521417089741;2,35778550109651;2,32282463993276;3,70367965631951;3,64869322657407;3,35120481539032
"TC0700003539.mm.2";5,06425729817591;5,38406187936874;5,78994517528999;5,27932475280363;5,7259374739699;5,89100906120129;5,08185446205399;4,59487469009492;4,8607904840011;4,68879166604357;5,80929508547569
"TC0200002793.mm.2";4,36993825861058;4,44151192753177;4,16218229871824;4,03493854041762;4,44299599638957;3,25506327495182;3,56325273519284;4,40187192094096;3,84302751339345;3,69217994133659;3,76948726231738
"TC1200000130.mm.2";4,19404207501753;4,45061800166921;4,30168354008948;5,118198318509;4,25691874284417;4,89134677268288;4,81204553702375;4,5570458157323;4,3301828561145;3,66328116042782;3,99582278374111
"TC0700004553.mm.2";4,79985851635075;5,71120207227397;5,73784136947117;4,57264568661965;5,82449759172073;4,82114273979219;4,35603959164054;5,16342266747789;5,64053777938112;4,73488858184186;5,19515146911728
"TC0200003560.mm.2";7,52244446798871;7,59211172310404;7,3967100507638;6,46132928666488;8,17947959827807;7,9571415714272;9,05199655572998;8,00401976769446;7,71097090041006;7,00998584244771;7,39892266743992
"TC0600000067.mm.2";5,05514124966272;4,38089412931671;5,20357736259192;4,71274531129058;5,31594735208714;5,0822654508498;6,23961741705169;4,799166294961;5,33113194516772;5,0084933094747;4,99706334672062
"TC0200000368.mm.2";1,69544908844804;1,78647357874911;2,40603610667524;2,23245829084948;1,66076205730048;1,93459013930983;2,07302541260339;1,96696837219656;1,37421245725043;1,47291321501903;2,29432344790314
"TC1500001643.mm.2";3,84122273592485;3,88338227881302;4,53899404405631;3,62528671108746;3,34742733029303;3,57760196011977;3,39241971447476;3,86645501391381;3,5069568422982;3,2930701986233;3,47145150736619
"TC1300002536.mm.2";3,63546195418819;3,93461337646169;3,52825746356826;3,30343716483629;3,54453882369537;3,77465916779826;3,4826306060456;3,26051261556191;3,7784876298613;4,50867913094093;3,12914464383464
"TC0500003569.mm.2";2,92677087948035;2,7834780063012;2,34082634506093;2,77034067369365;3,05310308614674;3,5245295004938;2,29821312150898;2,61421944600398;2,845934200153;3,01772993883461;2,20252349901978
"TC0600002187.mm.2";3,12966603195432;3,27765550689313;3,30817192484037;3,50177488415603;2,97829553238595;3,76071683587138;3,91255753259491;3,17869021736478;3,75773682233983;3,32103643795962;3,21037949267341
"TC1300000569.mm.2";5,76612864214804;6,05677321936374;5,14343845657274;5,47687028900513;5,53384993880601;5,49957240142926;5,36145880627893;5,5918432825914;6,59066767704886;6,52394242992374;6,67384788157251
"TC1000002211.mm.2";2,94750910595021;2,46118897657847;3,02079289704059;2,32117023739418;2,66499577088523;2,8301803453565;2,87912629161858;2,35590405599974;2,7044219009238;3,18368609284832;3,03997859851052
"TC1100000504.mm.2";3,23858941665111;3,36232711699121;3,7091976332117;3,18607099648747;4,02452020870137;3,53876079012718;4,13914881007872;4,02405354761084;3,80013050719294;3,40780256887508;3,00458514259561
"TC0600000482.mm.2";2,81692794359184;2,30822438233151;2,36150639868006;3,09772063425039;2,74814477991968;2,48970540912959;2,15301331394839;2,43120091352206;2,82408940249106;2,14433919139643;2,50239274338885
"TC0700001571.mm.2";2,39751964096653;2,76757924610486;2,27630876071171;2,90209814632645;2,60357693652584;2,17583949338196;3,47375089177043;2,28616138620741;2,58216224818329;2,41741960233329;2,08204272220534
"TC0900001810.mm.2";2,70259706164054;2,22963142061984;1,62688891006727;2,88142434077716;2,02176072170797;2,18902487919072;3,15385163023219;2,37566720502251;2,48873586199138;2,95834584530065;1,97032569044943
"TC0900000420.mm.2";2,33869362450976;1,87069850753476;1,91197950647337;1,99227681749452;1,95639543032563;2,09653410731294;2,17321886864372;2,9711407361066;2,60496060017753;1,55837559546547;1,86610575980968
"TC0200004074.mm.2";3,30786711681882;2,83346822948245;2,79728649016175;3,53791830024692;2,99207823738976;3,14100981046564;3,46438848421982;2,88102699570182;3,44618014419937;3,08060837992423;3,04288085196614
"TC1400002052.mm.2";2,69317311512851;2,2341238320391;2,08632037371833;1,93398672021818;2,37040098132015;2,53181802856314;1,78441738478335;2,19295779008525;2,20269827421676;1,80320305312388;1,59821245080323
"TC0200000669.mm.2";1,979479801891;2,16695214285952;2,52675181631834;1,67105510931051;2,1476326815951;1,89314993571446;2,34909635638842;2,16764457306248;2,77802229052233;2,03039725438847;2,49459620984943
"TC1100000558.mm.2";2,07733601965505;2,00791348069753;2,26284696024334;2,63870339356825;1,95216613804946;1,9146120757558;2,91288756745343;2,30292345918777;1,99759755095779;2,33919193107006;2,45063769667926
"TC0700001508.mm.2";2,15580489442724;1,84441674418591;2,04941585861449;2,59166272501872;2,21863955521012;1,81792523081219;1,91010101141892;1,85371587467231;2,35650256335011;2,19080335877643;1,31740237431748
"TC0700003918.mm.2";3,32748551673117;2,78093383167203;3,18161757237603;2,57513655700276;3,41525799958716;3,08258678784184;2,92440325314541;3,41675430313333;2,79885291364935;3,02500103166329;2,95302385053671
"TC0700003905.mm.2";2,07727898374061;1,39016371466649;1,49002458723519;1,96012900259873;1,65602585390203;2,0002219599626;2,45569767051749;2,06736522889818;2,40507604741081;1,80872985953391;2,30354461175048
"TC0700003772.mm.2";3,38380862793714;3,77910442116772;4,54100600603456;3,47755151386002;4,21571182814304;3,78015456690235;3,71310083225108;3,76206252515066;4,17893359038228;4,03520163186942;3,41963441355626
"TC1500001528.mm.2";8,13865930750541;8,2842471793503;7,9929661324775;7,86971320108731;8,69400389168498;8,08372436725721;8,12007325679637;8,48582461555959;8,68514963177811;8,83452313957483;8,43549464136611
"TC0400003657.mm.2";4,2146910274266;3,79149511464064;4,12637508922398;4,23173090726666;4,03429897927577;3,77484086155427;3,63871144112438;4,1930884304098;3,66416277108984;4,46889682713328;3,58246854620914
"TC0400001151.mm.2";7,17046820698195;6,94245124115679;6,71042665651125;6,80296851943443;6,78121207272501;6,26827525202687;6,62762975311831;6,72759090581425;6,44227874560229;5,85580946524723;6,16169382983266
"TC0400000718.mm.2";3,36262151433959;3,22882208866999;2,38738218542642;4,44157955351081;2,88214981676973;2,81946176211881;2,97254854986539;3,01591797218967;3,05290155211503;3,80059141815861;3,4598960684805
"TC0400000721.mm.2";2,6465033132717;2,80675126597252;2,64470439145835;2,62277275525388;2,09750857820308;2,2673703942108;2,46954217188051;2,68200604069825;2,44090600005326;2,26319729585727;2,23106095286787
"TC1500001167.mm.2";6,08730299007061;6,38293098993739;5,65089103759876;5,92786474347066;6,13531285222228;5,62190983850735;5,40061050952066;5,90605466626832;6,05430779992597;6,71548466058437;6,2239337226775
"TC0300000211.mm.2";3,59400367303085;3,36705584721183;3,21075154233714;3,19339845499472;3,51192701166729;3,83435143422436;4,03741974637325;3,52174197892634;2,83933068249251;3,29282633677446;3,63264852135268
"TC1300001068.mm.2";4,71946147831812;4,18271209022274;4,88091834783726;4,24439104607008;3,97532179102875;4,52950584638092;4,93107108476135;4,85912634992984;4,63939068836753;5,00937451803667;4,33545526382107
"TC1400001948.mm.2";2,77589230996276;2,33689212411133;3,10691141988177;3,01587281336846;2,55138616429036;2,53662751980389;2,4973155876559;2,93248232427373;2,45803152637034;2,40868622889057;2,20605212594987
"TC1100001011.mm.2";3,82005784619994;4,05452827065597;4,3202344938845;3,92026360541038;3,77988809920739;3,09600919061473;5,17938954317673;4,20547634605488;4,48781464890345;4,28171677141526;4,42588942440005
"TC1600000220.mm.2";4,63413547196724;5,39440419374711;5,57003121174768;4,33064524454139;4,71360956295943;4,42016550547659;4,44863756264518;4,71750525230731;5,06899491354752;5,04103219721446;4,63970401676155
"TC0700003831.mm.2";5,37410670143203;5,1459076216524;5,87483619447942;5,75108595332684;5,61055636356243;5,22704878309268;5,14706971729772;5,76143295123277;5,9449085473683;5,7852159499936;6,24969099351179
"TC1100000617.mm.2";8,38781796618844;8,20685691594519;8,81214187591282;8,43749054236186;8,35618446139681;8,45767865788335;7,49442180829056;8,19986220904783;7,66838231873899;7,52833701146008;8,09278358529182
"TC0700001362.mm.2";5,38689767742165;5,47027463657786;4,93256120243055;5,19638282176413;5,70608810464261;6,1029182589114;5,29650488123194;5,76019238670696;5,84224107806751;7,38393474394577;5,40298308034834
"TC1000000818.mm.2";7,09465605651957;6,89462713428013;7,32411241767671;7,61077226198737;7,27797680960962;6,86824937562034;7,55612413018971;6,85398763092662;7,37725269392742;7,18921874664018;7,23745705778194
"TC0400000736.mm.2";2,64603476240653;3,0459824852642;2,12788520612324;2,23209472125653;1,96664498075903;2,09979962230197;3,07062288375655;1,99674909621645;2,01375989882571;2,9745807633412;2,0757045127779
"TC0200002184.mm.2";3,64654300044462;3,32831951886758;4,12766454258472;3,86293581798864;3,65844764067387;3,68381857760217;3,73587440733768;4,18234546003429;3,43281136922456;3,3594236323064;3,44006846014894
"TC1900000654.mm.2";3,53215416933177;3,58808245949247;4,04805652872148;3,57267585639542;3,82833945461203;4,21177872397294;3,57236750459049;3,85281536852374;4,161453611612;3,73284720812275;3,88237320041446
"TC0600001967.mm.2";2,42198445105823;2,90861713213093;2,77173808698598;2,85525116663515;2,91570645680023;3,09887169948195;3,0386505143459;2,43490754896061;3,29605748129447;2,37925477641758;2,42158479711031
"TC0400002562.mm.2";3,53329569654127;4,58717188180107;3,67656191002364;3,58790929397727;2,85541032770735;4,56276220492076;4,15855013045566;3,99794869441992;3,88478640025044;3,85997969516439;3,70594961553886
"TC0200001583.mm.2";3,95418785127503;3,63411180305659;3,80672720731859;3,94147226987468;3,51843607732159;3,53091663343444;3,08857166710727;2,71922637868446;3,7635078514017;3,42221036059433;3,07540445674266
"TC0200003112.mm.2";2,84706843575839;2,64861273363255;3,1447441616127;2,36240604175333;2,373224409112;2,56793174161069;3,131117944121;2,00787265022031;2,67937968916108;2,86822970586358;1,95338962709716
"TC0300000334.mm.2";1,93760958794904;1,53148509878277;2,04308065968718;1,87815995274965;2,50962313934489;2,57219503267064;3,07025146179112;2,37029775061595;1,81515710089112;1,611896900783;2,42249981690122
"TC0200002683.mm.2";3,31791064164122;3,47410457361905;2,83405888258997;3,13402202740792;3,48206520019181;3,07251528432178;3,85208327196504;3,13116382200787;2,90049522286628;2,46642542848151;3,65594810531344
"TC1000002400.mm.2";7,69592708563364;7,24218698623608;7,58744065446937;7,76493306238892;7,18404785982955;7,33156190239122;7,67059667908502;7,30864858294749;6,9848029781242;7,3603868782817;6,95597956229463
"TC1600002175.mm.2";2,82293265414326;2,87454895733961;2,29837100277724;2,95364631140819;2,34067351384634;2,32866023769318;3,75657334893097;2,71804414766619;2,98925106437191;2,30844835741151;2,71666940507058
"TC1300000908.mm.2";2,06544878359811;1,89909830799419;2,68658943912113;1,80225212012715;1,78040727205748;1,81945414682282;2,81072472201765;2,17500618415793;2,66973977839473;1,79563290384036;1,97373536529137
"TC0200002130.mm.2";4,0981881360703;4,55899453702281;3,92114449994783;3,86884098408463;4,20965552552366;4,56671097221506;4,5985745911098;4,00904507376726;4,02717715035465;4,39228942528359;3,92116879470936
"TC1000002496.mm.2";4,38174437804706;5,14970161781789;5,02765674943843;5,74974878650872;5,27054710584012;4,56227737864742;5,60251805989901;5,34895749379758;5,77263109977019;4,95005040181572;5,48172957086592
"TC1900001219.mm.2";4,67751993437548;4,20810927484303;4,05777381885921;3,86994956295391;4,60209572578149;4,02460416777378;3,51658440654983;4,14073028769526;4,54763844750945;4,41406340638421;5,03375367981206
"TC0700000988.mm.2";3,8604523888974;4,42380123797119;3,02300579093094;4,06351469491222;4,10665146219253;3,82750892349737;3,35975519004581;4,28529985761673;4,94995740609632;4,08621534853201;4,58748921682419
"TC0100003069.mm.2";6,56840890655162;7,23748960900227;6,82379048300657;6,8145004936358;6,54295989791936;7,06008167522606;6,44580814440378;6,73402005754222;6,49445619566803;6,23452703138193;7,09188491023403
"TC0100002840.mm.2";5,30019850529888;5,81710730040325;6,26688946227559;6,0256741897162;6,33859795462198;7,06634172703886;7,26407299225895;6,7052226210267;6,7094008753955;7,56218185367755;6,50981681348236
"TC0200003830.mm.2";4,34769722171206;4,94731435946082;4,02646640588719;5,13260174624597;4,09978114767888;4,46941419762846;3,87120105710348;3,89415269361295;4,03495197744391;4,18500493208516;4,87677468743114
"TC0600002331.mm.2";5,80238046715126;6,3134482032416;6,68110947650377;6,34060849837429;6,66596729217074;6,93044916980488;5,35318874174065;6,36547920394214;6,1588886106513;6,40437987254638;5,97219749764628
"TC0700001669.mm.2";4,71345510075595;5,24083938287532;4,79122796288982;4,90310049369306;5,18570819283176;4,7248057142831;5,29802171804827;5,04787647602698;5,36481367605191;6,30647264208813;5,24330919515794
"TC0700001169.mm.2";4,89331474568889;5,57597396897182;4,73212654615037;3,52400868994993;4,68359971046577;4,71274442903435;4,72879682840758;4,87999839183475;4,98539559127131;5,61616929551646;5,71013311571812
"TC1700000535.mm.2";6,16928290500743;4,86927679271905;4,58847638136726;5,94816705636356;5,19756111119028;4,94065861621187;5,53024864724113;5,75453866256413;5,24191640467144;4,40072770259824;5,07831696771698
"TC1100004206.mm.2";3,25043531557688;3,25550099899312;3,05744961820481;2,94126491814694;4,03388091844234;3,78713104778913;3,48468564167518;3,85937380389366;3,50465081032959;3,60904540116434;3,05873542552674
"TC1500001891.mm.2";6,30928017185491;5,96918581124709;6,10312564086826;5,5922189445082;6,57499740754566;5,78824454798148;5,3901615325225;5,6801820871981;6,54272219657222;6,31978014028974;6,83429606710154
"TC1800000623.mm.2";7,71034632936404;7,76306130634093;7,48309898740381;7,38161849486194;8,10144445030536;7,26325162001876;7,08514793629339;7,71089131380662;8,18700792411583;7,41031457904115;7,76608322203509
"TC0300003036.mm.2";2,8658453482031;2,75669214368727;2,4292355044475;2,68331364543793;3,37935147217936;3,0954394825939;2,7503949762598;3,11428464823467;3,12818986014625;2,67648425244267;2,30213282682582
"TC0400003865.mm.2";2,82341749070621;2,81742538236302;3,21276079817938;2,14391393478781;2,7218134668851;3,26762337755385;2,88750406959715;4,18220341568255;2,34489953824457;1,99600404235081;2,48601988264392
"TC1100003583.mm.2";7,0630932131598;7,25488322193049;6,95327167285349;7,46142119497507;7,37935711942598;7,59963349637291;7,63940178029275;7,122146284131;7,74305655016972;7,56759840739452;7,28679330038466
"TC1500001531.mm.2";9,46249974301465;10,0725565724221;9,55996905402824;9,61046503356997;9,89513190097164;9,93261439213996;9,51322553820349;9,90243284755905;10,0498208292329;10,4296481031538;9,916426469035
"TC0200004608.mm.2";4,26877201856843;4,00252059954595;5,16371086214703;4,30629314644308;4,79529800512284;4,89950033315998;4,73505496509305;4,7716915115124;4,13914507819517;4,38663081979635;4,46231104059166
"TC1100003814.mm.2";7,47362459871642;7,10181299205475;7,01454945461136;8,27025773867756;7,14618260281047;6,51587155660923;8,0884675846773;6,89559063156517;7,62234932623604;5,32786045001921;6,93994773170006
"TC0700002217.mm.2";3,71818967811418;2,86542023330982;3,4267446191646;4,01557143674012;3,57008013779273;3,60135424559833;2,89018802944559;4,0307697498152;3,11485808151782;3,47880545183829;4,42354499297645
"TC0400002139.mm.2";4,42013777700807;4,15142635989433;3,59898382773578;3,99579301927212;4,41435736753059;3,71810879719094;4,62474204964589;4,42098580520065;4,76967533857063;5,50498538807106;4,60814811897018
"TC1100000900.mm.2";8,11861249259684;7,85304902197316;8,10828646513969;9,33902180405093;8,9792217834063;8,54947291098038;7,83804236586344;8,2337013094012;7,93447185318021;7,52653263221444;8,04663301476437
"TC0100002801.mm.2";3,64528752592877;4,10915013963848;4,18942575939722;4,61970066935673;3,70831134369532;4,53306076884232;4,20341880217649;3,62604364384408;4,44163247886098;4,23872645150464;4,26566815710439
"TC0400004074.mm.2";5,0701835526089;5,4725083009237;5,63374963091895;5,31004907697291;6,21120527826588;6,43404700288446;4,99027935376756;5,41428642792735;5,43421860544596;6,00302266096917;5,86884557092834
"TC0X00001934.mm.2";8,28741618668033;8,66265993199698;8,33504016776258;7,74487647796989;8,5809735468311;9,37778623978195;9,39141849965525;8,60259050179067;9,855907533287;10,0946795793037;9,42158177906325
"TC0300002035.mm.2";8,22582394773822;8,14164416556945;7,90344601295344;8,41270871765464;7,93623005433338;7,68407741164275;8,21928882449027;8,0863747743489;7,56962878541965;7,82194636053288;7,60887969259074
"TC1000000562.mm.2";5,77977793361431;6,50236567170607;6,94910544608526;6,14050633527773;7,42879406904178;7,70104381787606;7,05596102443014;7,11319205598429;6,85829169800945;7,83212079165561;6,56571377633415
"TC1200002089.mm.2";7,66947988024142;7,28812482907795;8,09715055584152;8,00072426857974;8,17784781845409;7,3805278683795;6,85183107149329;7,63266964816631;7,00701295950615;5,47800091762946;7,66451267727687
"TC0900000069.mm.2";3,21042198413805;3,61275335291632;3,4886382009722;3,63336136892364;2,577401806242;3,51257849609647;2,55332837048528;2,66214521048978;3,10931120713068;3,88400606902416;3,13190184763623
"TC0500000054.mm.2";3,17001234740539;3,97670618718798;2,46943237038578;3,48847365538494;3,0013949439555;3,26719060431324;3,29874989592288;3,76999533055588;4,00217886413742;3,61901780043826;3,19440120967257
"TC0X00003246.mm.2";2,22583816127542;2,57670342259619;3,21657054450587;2,10972333866467;2,28595410379222;1,98899040884844;2,56115303705752;2,25667896986809;2,54023593591667;1,59304130785145;2,31689224248641
"TC0500003310.mm.2";4,19263837645312;4,2451974879392;4,07266927715355;4,46193500622104;4,02031978633876;4,13270499510747;4,56759476558109;3,63085996550623;3,83421767151127;6,83416182872811;3,63968675717035
"TC0300001070.mm.2";7,77868624971623;7,72812209633781;7,76199122665894;7,65270491288491;6,98835650347747;7,67935922435645;6,87127360076179;7,17779007897107;7,17612325378301;7,50638722878382;6,92448525302252
"TC0200000007.mm.2";5,3803601275952;6,00973863532794;5,12820216707021;4,67894408151643;4,9750633671046;4,88682205242895;4,40256723293877;4,64825373899829;5,08960934715504;4,36440363914047;4,84532575459671
"TC0900000086.mm.2";6,07995856477202;6,42980120264984;6,38291984497938;5,74043005878995;7,03503916303322;6,83281231126848;6,85273818157649;6,37095755583309;4,93026442969212;6,06210728308754;5,89153006661574
"TC0X00001668.mm.2";6,58066731533481;6,38904077289693;6,34796908819215;6,47783634378342;6,03283393047398;5,8906783177377;5,69262248063191;5,93141351494918;5,8326478676236;5,62882634228963;5,74775871907395
"TC0100001165.mm.2";2,80530660310277;2,5714342284911;3,55208249118212;3,10873304596581;3,09682194264448;3,25514917180998;3,43492874909094;2,97814376654048;3,25527007622908;2,84963979439459;2,73805216335738
"TC0400004047.mm.2";6,79920730040493;6,9088601764381;6,72254341037577;6,7180189315786;6,92509150189293;7,08735476093019;6,01471529652389;7,30818110472285;7,54279149717628;7,62264296955533;7,14565417241514
"TC0X00000074.mm.2";7,37336656733288;7,20185488764036;8,09496028673123;7,67379192386256;7,85219211935361;7,56870045791842;6,86715811514263;7,53966606884394;7,28331660535803;6,95275146432555;7,18133195852233
"TC0600000446.mm.2";2,319889850342;1,95191063442379;2,34904084765336;1,86976061803696;2,30365299963563;2,26093020770494;1,79530896918663;2,4204614225544;1,875243223526;1,88046153316725;2,48614702961832
