"";"CTL.1";"CTL.2";"CTL.3";"CTL.4";"PD1.1";"PD1.2";"PD1.3";"PD1.4";"CMP.1";"CMP.3";"CMP.4"
"TC1600000665.mm.2";4,42663884777122;5,00373694396789;4,54769118128975;4,65210077267667;4,51676229428612;4,56158506869513;4,8170638942027;5,09501063360388;4,88290318782681;5,04662237691611;4,84902514876313
"TC1100002487.mm.2";3,04761256348776;4,33507804518262;3,64340114386689;3,69203995982102;4,10965670345423;3,63361774331659;4,04638570316038;3,49123151295651;3,74861281693492;3,27706621378567;3,97853406322872
"TC0200001355.mm.2";4,73145663847837;4,12162543716537;4,86153825576905;4,67703380532848;4,75679932762281;4,70627040164366;4,45704077793929;4,20517853337017;5,04281431719044;3,97870736714118;5,21694283447038
"TC0200004457.mm.2";2,52178826913099;3,10807781460651;2,56985132323676;2,77857168880504;2,81224953086614;2,26123912999511;2,29961317679613;2,3473912084894;2,38305887535403;3,39288645296224;2,36545138101755
"TC0200004529.mm.2";8,50613227695471;8,24907523219128;8,45704459931287;8,61946096626978;8,46285432922691;8,15567207063171;7,87628449824597;8,45201966683903;7,91713702570284;7,80744162174695;8,20287345856993
"TC0200005405.mm.2";3,60240782216167;4,02993773892528;3,760745691566;4,78106673108613;3,96914319184011;3,65972210813789;4,16763274246728;3,51337360274895;3,04677946932488;3,42621412280773;3,88674227011982
"TC0300000863.mm.2";4,6083260840361;4,98200412438945;3,04409104219456;4,33136508484212;4,5769612368332;4,36349112341565;5,37794277998729;4,16239320107633;4,29189366337679;4,82349991870591;4,16705732520513
"TC0400000282.mm.2";2,74950391767462;3,25527013780992;3,26112610120996;3,83186165927557;3,62632257092099;3,20695167929044;3,94645670959509;2,98488524760603;2,51423904840384;3,73575839509079;3,35164892337545
"TC0600002020.mm.2";5,04040459856835;5,55748113386297;5,0504393150965;4,05145891115984;5,36952997895212;5,00807671695988;6,01384001248427;5,74395560216507;6,18862828725717;5,61558061375828;5,41860122643614
"TC0X00001362.mm.2";3,74825270523644;3,4552150885464;3,65871156110885;3,83381837068911;4,21506774095113;3,3357212495705;3,68769162539589;3,89525014521881;4,05996191813525;3,3442477715104;4,05333054770224
"TC0500001931.mm.2";7,48893079403993;7,29820009691255;7,34031154406999;7,26524786861686;7,13564057265632;6,62143246518397;6,78445552024035;7,37929036527751;6,83983134525089;6,66690527311154;7,08281994577941
"TC0100001600.mm.2";4,10507497217321;3,6716710195135;4,40919502469798;3,33205844938565;4,2286149448901;4,33361169178831;4,71084529239589;2,90786784617132;3,98051872496781;5,05954670205692;3,96949047911362
"TC0100003565.mm.2";3,10671444803963;2,48685114273058;2,50027692902652;2,66709245577882;2,72907673203607;2,66800928535543;3,43563225421997;2,5613364084851;2,37902378325785;2,87920099454556;2,93272319325638
"TC0200004482.mm.2";5,36205853662237;5,46836582843959;5,62146103691539;5,70989825245043;5,83297537598139;5,83334593509996;5,68387769789349;6,15516367315848;5,3658482678382;5,1702941593117;6,08256303328344
"TC1700000835.mm.2";7,97428994551821;7,10308231440538;6,58312223893036;7,27421984132639;6,6875045988429;6,95406282080497;7,31083638324257;6,22910579321258;9,05157278817792;10,661787071213;8,97514669509544
"TC0600001738.mm.2";4,75944953880021;4,60012651863466;4,35492234230432;3,94230059542172;4,8779885485476;4,81882046837261;4,55123848676642;4,25853155657052;4,14010822960149;3,58531162619187;5,05439395204415
"TC0700000804.mm.2";6,04698736332031;7,08263613158668;7,19076125635352;7,00870438411719;7,21407961862418;7,22505524791987;6,51439802027623;6,65798357270308;6,73918651962162;6,42900535999054;7,18623615445432
"TC0700004621.mm.2";3,10334303787997;3,661958036294;3,82202367709059;3,69370788941017;3,39578784383836;3,66136392537451;3,32604465199328;3,33030980702693;2,85609987151239;4,01702199633509;3,77737811980095
"TC0700001709.mm.2";3,75952536071283;3,28839242608758;3,38511238173974;3,41834956759984;3,6656041294633;3,08516246965314;2,8984582290332;3,36306813118715;3,94959548511761;3,15526966013777;3,55296146969506
"TC0800000128.mm.2";3,58167186323286;3,33945089552038;4,07879147077933;2,64881242514462;3,3169806745229;3,24265322805113;2,36475541893015;3,01805158900551;2,37779656414428;1,91598915397696;3,86150045675171
"TC1200001972.mm.2";3,68500698762572;2,8645153626338;2,8412231154643;4,0277763456466;3,90951406900765;3,17571511119265;2,74028671927912;2,70482936441589;3,92765011770147;3,21096429400553;3,13193412779442
"TC1300002062.mm.2";6,32539091638741;6,22673609408985;6,5980166823257;6,27879106171452;6,58495366409231;7,01790880851819;6,49805694832504;6,93550396217421;6,73975556085333;7,35614957581534;6,91902873883557
"TC0600001810.mm.2";5,22587253174373;3,54888058765405;3,91961182706953;5,89302829870119;3,72778841323934;3,25857867657524;4,59362319213686;3,64089373997665;4,68632538772767;4,29879214231633;5,8823495000377
"TC0500002290.mm.2";2,34137755803402;2,36016768068915;2,02134052097177;1,89210945695781;2,08322876801901;3,02064619053077;3,02181435407432;1,85964046147217;2,90818270774459;2,34162135229618;2,77855403632031
"TC0100001254.mm.2";7,37984695650165;7,41210403553205;7,20208563516522;7,9631879867143;7,51397148140135;7,16991865097037;7,73378643919733;7,21627493213539;8,02033305043099;7,92251791863904;8,11131320722422
"TC1900001340.mm.2";6,9574269487254;6,90706482089236;7,36023296009596;6,75644700542159;7,03614346777771;7,87883980894543;8,00092540250223;7,5747123789791;7,15212259874509;8,0296531049886;7,03928066661723
"TC0X00002985.mm.2";4,83730754125088;5,57337010906915;5,01608053750634;5,44137678390036;4,8177218937891;5,33884002545493;4,49315791712222;4,84204000332673;4,45354758677738;4,78994473967666;4,31577252926459
"TC1700000351.mm.2";8,38932421590222;8,52915942872107;8,60381694084982;8,73914474903902;8,54335785163709;8,71002065012676;8,98061326546993;8,67259043974343;9,0937671043038;9,30807192963566;9,12119515014031
"TC1200001685.mm.2";7,45906109699164;7,71366218739216;7,27202502083348;6,79196098071431;6,97740718640676;7,24065901198885;7,54421239828872;6,97265620936477;7,24533011209668;7,4532508240403;7,58260851990519
"TC0300000706.mm.2";5,99822140755174;5,81413860075467;6,3376826814809;6,10752270211737;6,58112812505712;6,83088838678393;5,90972262189392;6,61238597355543;6,75885380224991;7,01339806983021;6,14700986066613
"TC1300000296.mm.2";1,78170703437674;1,93078046365446;1,75792331801156;2,31508939336184;1,87273726638595;2,01861751655916;3,19001314301708;1,75933466267146;1,92993014991026;2,39100890898626;2,40583406687313
"TC1000002535.mm.2";4,41001888072251;4,94060128368042;5,41415239100667;5,17890656448667;5,13923403820798;4,77312952847003;4,59934974953497;5,59900954158087;4,01658530542656;4,9186063087726;5,52137096322977
"TC1300000019.mm.2";5,21272062640422;5,29440219275613;5,71797911810568;4,45153036256725;4,22150906617439;6,31923045626816;4,40904510780289;4,99085689981926;4,89748497889575;6,21700602219111;5,61406789300776
"TC1200000438.mm.2";4,13074601452145;4,53580391304216;4,53580391304216;4,80199362322258;4,29051434591399;4,11579132422817;3,7180983062224;5,06902983682363;4,49796953891752;4,55772356629563;5,14216543998847
"TC0200000591.mm.2";6,50278383411335;6,96124616947054;6,7812077575548;6,6286419904699;7,13075169026971;7,08746498419445;5,43934805916743;6,80580241331293;7,37856823057582;7,09614124224988;7,07200260761303
"TC0400002059.mm.2";2,49741443268296;1,66577142207285;1,74981938862573;1,80867218988196;1,39804699672151;1,44208967244792;2,41033935564445;1,99082353625578;2,24920604423091;1,78703055309294;1,46924809448514
"TC0100002888.mm.2";8,04890850149835;8,23669931027199;7,9070368709174;7,59614900870459;7,9123606229488;7,93976625247652;7,21617241160159;7,56234162485804;8,03165397785953;7,67932697541977;7,51725911208919
"TC0500002893.mm.2";5,80411716373842;5,53306594220325;5,55598367659873;4,92797611575303;5,76908624271122;6,14748878009496;5,03458891963937;5,60749244625672;5,53692196636643;5,96112708956976;5,01961221369012
"TC1700002655.mm.2";3,9395901158363;3,58315158836364;3,34310135738782;4,00609815082396;3,91640748343215;4,01957673395623;3,48303376297575;3,67029328736323;3,71771879381737;3,26158773434777;3,44865355022027
"TC1800001638.mm.2";3,23097447816561;3,48799712116047;3,78205018534778;3,4553515352366;3,11651958201264;2,74471473514817;3,90214997606233;3,18187456674979;3,24072573253158;3,45292297593195;3,73414464004235
"TC0200003698.mm.2";2,35916022721992;2,68385856568151;2,29832319865298;2,00684390485159;2,91130569607204;2,7832441319292;2,8865233399346;2,6728876533772;2,56289261564401;2,85427885511541;2,6348671557786
"TC0700003029.mm.2";4,78991505859128;4,97323457574337;4,79900542951769;4,66133574068325;4,68808096446077;4,52508183391474;6,30264360741589;4,9008639075875;5,4675579882973;4,51747004335284;5,27025342379303
"TC1600001155.mm.2";7,57689062711904;7,30046180747641;7,67516303222697;6,89722664415615;7,79988264056301;7,47568489828166;6,82132048946979;7,9399513863471;7,9287138133144;7,73909991613158;7,96057752689502
"TSUnmapped00000005.mm.2";4,42931396641107;4,93136388848613;5,84787099359469;5,44865825931179;5,43192659309862;5,5562230920969;4,92507391154908;4,78888161690685;5,05529372245803;4,95715959714318;5,06744748432895
"TC1000000203.mm.2";3,35974121605843;3,69746411579092;3,47871474557339;3,81414529780348;3,09064022432944;3,27807446605148;4,13186604765618;3,55039783570833;3,53885410919364;3,79939583374721;3,28720126915101
"TC1100003144.mm.2";7,43677335669345;7,38060492501287;7,96109709895573;8,10538414835534;7,79983169231893;7,43689746509531;7,43086618383646;7,51868860141061;6,38554305874977;6,6530090689837;7,1329975109126
"TC1100001157.mm.2";9,04580188544695;9,20777154830838;9,02983687580696;8,91362735015653;9,59983543102125;9,18742278539301;9,9562529039171;9,54017235115717;9,56801445313457;8,76485245797794;9,28652036241031
"TC1100000484.mm.2";3,68859707832365;3,74580698382592;3,31063307850192;3,41351997809912;4,16099521647254;3,97301455267785;3,64331718922907;4,08319225569605;4,25940084188905;4,06951316594922;3,4366581245028
"TC1100000876.mm.2";2,78631616461533;3,09573922208215;2,88564037307369;3,05634119099298;3,05594345197788;2,38905764140775;2,82016693309019;2,60361865763944;3,48913169757926;3,12549481611349;2,62514140738256
"TC1100003382.mm.2";7,61393134312831;8,0055555372403;7,62502576846615;6,548920703649;8,01374922804742;8,26044219964009;7,3703649665702;7,58846079900591;7,79632067850668;8,2836342285776;7,27778609867808
"TC1100001250.mm.2";2,98157448930711;3,8454257935472;3,22456828553358;2,63578645128949;3,23840409064766;3,72667519346824;4,10982005246604;3,16928273420394;3,81762835991505;2,5253464240498;2,57427051090549
"TC1400000796.mm.2";3,11802520462012;2,65422433564042;2,92417096539033;3,31727807954673;2,62076856188101;3,35388374836331;2,80653611790442;2,93335275774036;3,21067983762717;3,00304592861516;3,34394076583089
"TC1600000440.mm.2";4,48086319857077;4,33365277354906;4,32166372495334;4,45353882032283;4,73102556611133;4,47822713635616;4,70245492916451;4,45850156358389;6,30078257470757;5,66235341297882;5,5624629317784
"TC0200005122.mm.2";3,65013062038286;2,80996311621993;2,9065287985518;2,75968928373086;2,99627400276478;3,33277267723449;2,88295998892523;3,34304917169176;3,33119424774708;3,61121646511652;2,90822328586596
"TC0200005175.mm.2";6,38118545796653;6,74959092971684;6,290026787469;6,21663724588816;6,45828039467877;6,97160070123234;7,15598619741149;6,89315024268645;7,24084782713962;7,85613282929219;6,75505125135929
"TC0200001448.mm.2";8,26549032047059;8,64743437137103;8,12650893874048;8,23064857470547;8,90165724931031;8,13245673672446;7,11267991396651;8,13095059866025;8,50502091115008;7,55391680789502;8,67833819310666
"TC1700000657.mm.2";8,46683919639875;8,31071310250321;8,33905911700209;7,81107962911148;8,44496842865001;7,8410489486476;9,20358483877624;8,37368423217081;8,71301286435802;7,11197597648946;8,45993538233279
"TC0400002510.mm.2";2,44280499491344;2,91882419843024;2,63050217231291;2,91526241059998;3,3848170181139;1,94708532249587;2,92731683070184;2,48641837904522;2,88960974351124;2,83189397607171;3,94692312564245
"TC0600003345.mm.2";3,00218266321704;2,76640734228687;3,582808663136;3,71532100063042;3,50614933968811;3,29019181696232;4,05280371419167;3,02803049132082;3,50630605143951;2,87514574215643;3,55188991431808
"TC0700004064.mm.2";3,72909496458639;3,56280444812044;4,05671578219065;3,48620415365999;3,812118320792;3,27796434064764;3,17606433210225;3,25033307638172;4,1174142881416;2,97500133496587;3,80176429382252
"TC0800001215.mm.2";5,16634252633736;3,72467204069526;4,90521736825894;3,8715451350792;5,3548825324674;5,27295144403369;5,57044443453677;4,92231938217975;4,30701409577824;4,39495606311784;4,29183284389891
"TC0800002815.mm.2";5,67195881873838;5,06623102286923;5,40699010689285;5,49564339625579;5,91122150203352;5,32291115557134;5,54552699521252;5,2427974380823;4,76373704597034;4,76273798409215;5,23013199331137
"TC0X00002619.mm.2";1,49524510484734;1,3079252409281;1,63535836570121;2,0617821930575;2,01317886154767;1,60794131405;2,54503645994011;1,27489870398991;1,86860403605423;1,75092959355736;1,93958804919236
"TC0X00002999.mm.2";3,12169746332314;3,1560528190693;3,3571765512017;3,78828774313591;2,85429806242824;2,85171994079079;2,5449074525045;2,62472264329722;2,24481032667641;2,96514526654692;3,02065288211884
"TC0X00002676.mm.2";2,60813380072469;2,10809828372446;2,61793375745884;2,01187848507202;2,24522833027126;2,6971216881582;2,21420850604748;2,47583006012193;3,37588119316262;2,42783357764026;2,7603088778266
"TC0X00000222.mm.2";2,6065288819174;2,27618773281603;1,96805175758295;2,08124806283891;2,46024881479675;1,79802923114675;2,42702455084145;1,76555213454256;2,59166272501872;2,07702122740797;1,96304883049889
"TC0X00001916.mm.2";2,40077361003914;3,60745219989611;2,7531580696238;2,54378034786824;2,62491160646722;2,8061603422464;2,33052510678269;3,16593300290794;2,37883649920286;2,38398931962674;2,219229173023
"TC1000002794.mm.2";6,31257568635172;6,51481860341296;6,25146757239144;6,03059391081096;6,64407700645232;6,43386027409062;6,40525674132788;6,60583518780396;6,08363895814706;5,961119389187;5,97619219855066
"TC1500001810.mm.2";4,30475723009862;4,44152875653959;4,72877665059049;4,89290429549453;5,32742504094881;5,76285641599859;5,97735443157332;5,63319309803304;5,67685958590779;6,4737481009119;5,53351052320669
"TC1900001100.mm.2";2,83870736078441;2,43346372182836;2,0336118422179;2,3844577426455;2,1869960110032;2,83711566952252;2,98128816312203;2,75334158122143;2,36498049676144;2,11406412317724;2,16113144576697
"TC0X00001069.mm.2";6,36757530579093;6,45063204620407;6,25563300536544;6,24950442809922;5,93639905193981;6,78291197656876;5,65853414406044;6,47741330079134;7,12783492565177;8,00717829598078;6,80151204673854
"TC0X00000552.mm.2";3,00158816464855;2,56420233606824;3,22261497958377;3,8505155921963;3,22924805982643;3,06063561634187;2,55227700300327;3,17212672414502;2,9143605477232;2,81981998246204;2,71566709779015
"TC0X00002982.mm.2";4,9973247631708;5,52641832642412;5,6954134435211;4,62520969994679;4,87945276381496;5,09764513013745;5,43088984799814;5,5889428332532;4,6537975122218;5,93068697938133;5,0844332483256
"TC0X00003069.mm.2";2,53879872235043;2,40304682616441;2,23672575167114;2,53879872235043;3,11987835402719;2,10711863845663;2,74143573355379;3,26005490855815;2,69910535390776;3,18673334017475;2,07939971069618
"TC0400001646.mm.2";9,45261568321514;9,77851671496881;9,70893144612015;8,81288549394311;10,026494610375;10,2722848457425;9,97225349611603;9,64221874870517;9,66390262069154;10,1845539486008;9,64380384079074
"TC0400003894.mm.2";8,66682140981599;8,87387329544841;8,81847920319483;8,79769047373182;9,22386484276833;9,25105439389387;9,21453538948266;9,42813256037804;9,63217261398863;9,78913604747834;9,22474350727947
"TC0400004001.mm.2";5,73956615149308;5,7010926586784;5,66513091791912;6,22094125667222;5,85023483792724;5,873078127605;5,48933761616117;6,24554684572158;5,66904141302162;6,34588993409809;5,95909848318276
"TC0200005064.mm.2";2,7910580695699;2,61680161504508;2,97670156395835;2,72157407831672;3,36277033542658;2,34389609738142;2,5765080363404;2,48014867723723;3,09449941035082;2,68130078802276;2,21934831597137
"TC0100000159.mm.2";3,79467566089699;3,16691575836559;4,08926954493355;3,30886143933107;3,41865695603257;3,18763847834812;3,03985647848808;3,49142086026375;3,62945161929264;4,2895724478432;3,68764953329399
"TC0500003190.mm.2";3,50690967543709;3,64202576684485;3,2873065218903;3,68280478775664;4,14991177856167;4,26326799937778;3,77888509635218;3,49316367259063;3,47619478957498;3,99410852120471;3,69974499165748
"TC1300000309.mm.2";3,08280894747051;2,97838304666969;2,82717949530483;2,62817181195982;2,89662714148621;2,62556276490757;3,94427453246864;2,8006323752833;3,495926779975;3,22022393008689;2,76228391434119
"TC1800001289.mm.2";3,35740495223136;3,54375585810357;2,81706167059822;2,95420125634634;2,88111358882534;3,52950538558567;4,01182344714392;3,66867549425393;3,58621155302324;3,45187288098336;3,1705644071961
"TC0900002958.mm.2";7,06103362172896;7,07346035139803;6,67048248674335;6,95202631943248;6,59729326459407;6,84918238073652;6,51276799976369;7,13927943208167;6,89841284760189;6,97446890978039;6,64513992222557
"TC1000001594.mm.2";2,06235676533862;2,17734521976531;2,3718635218045;2,2391851962617;2,18742703971181;2,04551599079707;3,14138104372672;2,60401397437459;2,02694811812588;2,78065886319488;2,49599864730208
"TC1000002437.mm.2";4,65637809454434;4,98563262694241;4,5046831930379;4,68615303915572;4,6474050966207;5,08624012004053;4,81958027475102;4,99177930401083;5,18078734098668;6,09087674621959;4,97729418933268
"TC0600003364.mm.2";3,39326315589762;3,34335420858992;4,09403711809643;2,93756421941349;3,62395302802805;4,3056076431786;3,69892805441727;3,5883060014757;3,55392408436909;3,84463295864162;3,35492766862196
"TC0700004620.mm.2";4,38470620122816;4,2182516380702;2,9000429102099;4,79384695382773;4,33343961511672;4,27113744381609;3,76847860592284;4,00743790277652;3,55451647905902;4,13159357865071;4,84933972980735
"TC1100001878.mm.2";4,44648273656756;5,38613161171283;5,43428500245879;4,72981414231449;5,06545058692498;4,43131132630483;4,02498368720707;4,14132888866326;4,57673971805829;4,30405098234271;4,54874620528966
"TC0100003352.mm.2";6,27478921846442;6,78713433304998;6,71900183384144;6,7678068146906;6,50601179186463;6,89076326059513;7,05140373601895;6,76849300897268;7,11525944251478;7,41048412628279;6,3844292147341
"TC0700001886.mm.2";9,30608431645654;9,6075018102523;9,62677395327155;9,26383714135232;9,92395562385426;9,42740845091763;9,93004483034733;9,70420037293041;9,85514491230014;8,94395943590221;9,59943474963594
"TC1500002317.mm.2";6,55245221447339;6,91343121879969;6,97939761946877;6,60476870774883;7,30564729553745;7,37596700475796;7,7535685974926;7,43967747041438;7,66603117427371;7,72307611650018;7,04089394419537
"TC0300001247.mm.2";5,01663711342602;5,26757321229768;5,13584994154083;5,45330283439206;5,35096593873299;5,10047184891209;4,88149828341708;5,46729384394046;4,79162080989628;4,97945836896465;5,58965746944543
"TC0400001790.mm.2";6,82422700112768;6,92414378308122;5,84034294377821;6,04298361673315;6,6845578703635;5,389316679812;7,21929468516088;7,51775564943865;7,8182711607244;7,27758848801871;7,32946651546513
"TC1400002180.mm.2";5,94870807688255;5,75982784381825;6,21776413462751;5,17693320511337;5,71689445618882;6,05446126973618;6,04926326523879;5,55346106258416;6,08017069227188;5,05980446511064;6,36181389097543
"TC0400000454.mm.2";1,96365669504623;1,30119132656704;1,80930311410738;1,76496398867166;2,64755477709438;1,48993058123972;2,82343025703063;2,04132173132586;1,70026680684563;1,47004983828018;1,85419858676362
"TC0400002545.mm.2";3,15212752896436;2,76681880068987;3,00604416743589;2,8492443045887;2,82703207330819;3,14795767298932;2,56367437458033;3,41609728994341;3,64065557660565;2,96623867925037;3,72704551830226
"TC0400002543.mm.2";4,57212547829864;5,21607076660843;4,99786075864792;4,38089042364481;4,41163688631166;4,52683699382208;5,13440234626271;5,09605761262353;4,47557886598979;4,57085834831046;4,71309379579411
"TC1500001982.mm.2";2,4125403656889;2,77138889812463;2,30986763927926;3,13884165591466;3,05454629673594;2,63669506056086;2,9564767072832;2,67952749741082;3,19178297876913;2,64155681455749;2,32395164465242
"TC0700000528.mm.2";5,90023965960587;5,45122892539255;5,99855761069599;6,14473106822087;5,66765139534326;5,71943423322117;5,18987035735004;5,6896522943761;5,66789175418059;4,80567045105588;4,97734334847551
"TC0500003092.mm.2";3,43826079333;3,34884500756765;3,17370433637315;3,35648873681326;3,07021442733169;3,69710010685275;3,64548510819349;3,31262863557064;3,87699474436603;3,87449300597147;3,97129144210951
"TC0900001455.mm.2";5,79295972355193;6,15353776899098;6,15065389525643;6,65897612021942;5,86615882801278;6,92784973185138;5,85694774729602;5,80094002840333;5,76983411082388;6,45571483171877;5,91830409261229
"TC0700003622.mm.2";1,75782231397819;1,91929479639654;1,85121875690395;2,17965575993319;2,10574204877349;2,00488327493611;1,57925811259309;2,49640160888837;1,81131966942635;3,11037200607959;1,6808556837909
"TC1000000604.mm.2";4,10199929346852;4,97542617433676;5,19711011999501;4,12960628488805;4,89994686390225;4,88712977992948;4,84263447333241;5,07929450161383;4,20224789507434;4,89240073843265;5,08063432954924
"TC0400002392.mm.2";7,72725131642618;7,52360690711162;7,60558069492099;7,95731945154554;7,38711287626582;7,95193685487493;6,72060796695734;7,37748818452214;7,02069999079116;7,49423002914088;7,07656830289715
"TC1700001743.mm.2";3,87607530490843;4,05254534067141;4,48583621658559;3,88866984285845;4,23806335921823;4,67836179593486;4,42636420054596;3,8277566447395;3,99286887378186;4,10674002250361;3,52954832648894
"TC0X00000078.mm.2";4,98849836398731;4,52280216420982;4,94825812762541;5,01849733519455;4,66588130357673;4,4091158554635;4,76318418412861;3,56125956242125;4,40916565160046;3,63679177536264;4,62974314093869
"TC0X00002993.mm.2";8,20642149191682;8,23599836779087;8,14805226910521;8,01616773124626;7,61730232628498;7,40721831236038;7,81734024766082;7,71078138037375;7,31667294934513;7,5060467772864;7,59129348384927
"TC1600000421.mm.2";4,26094681072605;3,6346015261153;3,80075496789875;4,11723928416074;3,85752502376706;3,7226178979617;4,7251391379055;4,12983221560789;3,3576617223432;3,2589759640529;4,03008857728415
"TC1100002755.mm.2";5,06062168963085;4,96129042235668;3,92432062897482;3,34628022919445;4,83500584644267;4,23544456292181;5,91384441620318;4,80142644520265;4,61732123414182;6,19186766651914;5,52124255251885
"TC0900000052.mm.2";4,20938761706856;4,23968053985874;4,63678919922092;3,98377709254601;4,48140306800145;4,40855453153384;4,1849083565624;4,20500974799731;5,00343845159788;3,80078583893961;3,77439934661109
"TC1100002754.mm.2";3,50270256942973;3,69449313312533;2,47414377805118;5,09392674800008;3,77510254654521;4,25982366494123;4,51307470009916;3,88225997825357;4,67375790712587;5,02944993559304;3,9917571149607
"TC0900000272.mm.2";2,83045799185713;2,22488796521221;2,38957268853084;2,28226113091316;3,31725393491351;2,64234928413771;2,69871713478028;2,35049977009266;2,61990708823398;2,2906922354118;2,31371011670737
"TC0500003221.mm.2";6,38498425196706;6,18845859483773;6,64100511240493;6,80195684730085;6,23329717155425;6,24211767205917;5,84086529961176;6,59997929073962;5,63440853610029;5,92268785139805;6,17562281495204
"TC0X00002156.mm.2";6,41790831643693;6,74127507285552;6,67146560758218;5,02889851156125;6,52518064009826;6,09945707062565;5,69497543309413;6,39637456645532;5,86470305378918;4,60317999814811;5,48140144652421
"TC0400000993.mm.2";3,42055325241614;3,30074938805553;3,24260296387317;2,80681199720305;3,83427525880848;3,27301407476086;2,7444763228653;3,69609383886146;2,96336346739493;3,9227334609328;3,69601027965843
"TC0100001604.mm.2";4,30120415354751;3,94128529576024;4,34310969906829;3,91094048031175;3,70544497799841;4,72808723772462;4,50635160948641;4,71005260007015;5,03492344960886;6,87169208994286;5,36401583399479
"TC0800002544.mm.2";7,83932952345713;7,84785805188231;7,62556141321583;8,14556084501637;7,45590652964193;7,31698162745039;7,80869400024132;7,78715315968354;7,31356066746884;7,27578989463134;7,36029662602877
"TC0100003320.mm.2";8,0354745762004;8,65738597482805;8,55347961629274;7,93422441203953;9,0235664302279;9,16383567467729;8,40436602618255;8,66555607224407;8,8777856290525;9,27682002297504;8,50008024185773
"TC0600001229.mm.2";5,14046992574112;5,47777431442921;4,88619567064796;5,48656189869447;4,88800611931254;4,13350195211513;4,82023075625788;5,58160550778899;4,81241993409062;4,9983656495437;5,20074874180635
"TC1300001956.mm.2";4,89016572268016;4,94056417712112;4,96102949640203;4,93916179015998;5,52003144570695;5,55134770907452;5,51051771481427;5,31187200893521;5,77229822974055;6,45608339428833;5,38725078153727
"TC0100003537.mm.2";6,29929950996271;6,18337680032686;6,64460703614872;5,8891141567773;6,72525212033148;6,37883830190515;4,94581161838439;7,08307017821546;5,95377277544909;5,9684737732154;6,26150424949318
"TC1700001611.mm.2";2,78633570239608;2,56509285996507;2,67194401290751;3,03443748833047;2,59037174731946;2,25361690541967;3,72107467761955;2,79342402314621;3,60276547340776;2,61738733041505;3,02990174755945
"TC1100004171.mm.2";6,66240405602168;7,0024808660122;6,59151301175377;6,24001244531765;6,1578962735565;6,84866341070751;6,67118166842778;6,74433509410036;6,42788055328689;6,08475529679277;6,89231302047892
"TC0300003210.mm.2";4,33055719341926;4,76463667618866;4,36328222990966;5,86658014997626;5,28547490692408;3,77062778666134;4,70257170481159;4,54722086404261;5,00891138449512;5,50211024660075;4,85389758899581
"TC1200001605.mm.2";6,95742226093797;6,88299383166574;6,76706360157591;6,98322442743323;6,64532244449129;7,23596606159895;6,24344239754397;7,22121661703326;7,56736949712302;8,37040164937307;7,14109307074794
"TC0600001926.mm.2";5,17490649516121;5,7412185113669;5,7372581602872;4,55088668848736;4,96439615391659;5,70815924293052;6,95194668362578;5,52222381437765;5,88359916061457;5,59093018120709;5,31441402579097
"TC0700000661.mm.2";3,02221271709247;3,60144786064012;3,0811160914307;2,99102951097126;3,73132231775012;4,13611288325487;3,06195904804809;3,30310962766109;3,20467536282791;3,52516301349233;3,81001074349686
"TC0700000769.mm.2";3,26204508896048;4,23818138541485;4,39741244639076;3,95652235773007;3,53494773811631;4,29356019211551;3,92114184334856;4,12985697012525;3,42700717192426;3,64530029216333;4,31436676842581
"TC0400000895.mm.2";3,82066193270557;3,62603997543044;4,12293230211925;3,95694948469727;4,53199058128838;4,3789249704892;3,57591280561662;4,15226833087832;3,59347743904834;4,40231087021981;4,13868550752174
"TC1300001642.mm.2";10,5515365273217;10,5212199043558;10,5740438310517;9,96070943458988;10,5132460437977;9,90082698702739;10,2590487910261;10,5680944946498;10,6850755584994;9,38581397610274;10,5824304372296
"TC1300001575.mm.2";7,75805465387004;7,36811679836463;8,1079669150566;7,2189687217689;7,69493323954406;7,27164974581876;8,01544936064983;7,71135513708563;7,89649243945331;7,45599051344698;7,58552038625573
"TC1300001558.mm.2";10,5927492496172;10,5920246487564;10,5676451095251;10,2222241216148;10,8242704801863;10,2159669400439;11,0365767926554;11,1246879501383;11,0486910866122;9,86226081731759;10,7439181591596
"TC1300001635.mm.2";10,8230141800431;10,694034588989;10,5960234332167;10,3253393007456;10,741103546162;10,3112624844847;10,9706788106458;10,931026523073;10,8616680320275;10,0856661894282;10,7834122277443
"TC1300000192.mm.2";11,1353052506427;10,8041362275824;10,9747517960144;10,4287089650182;11,0493823343217;10,4811486770257;11,0984070377793;11,1742657039882;11,1705762956648;9,87281299733473;11,0660544534896
"TC1300000191.mm.2";11,4263282425753;11,2119925983212;11,3901992228202;10,9680437482953;11,4828056845729;10,8190225010489;11,5894973526819;11,5633780991932;11,4731967571583;10,6051759965686;11,4317343282395
"TC1300001555.mm.2";11,0313779903034;10,8947959712633;10,9167653214136;10,7226254953357;11,1064452324381;10,6832264265359;11,4166448137542;11,2799178342876;11,3086315131691;10,5861013268413;10,9901970071678
"TC1300000175.mm.2";10,2580213291596;10,1846102676906;10,0404426036379;9,75800076197319;10,334854036491;9,63334031099987;10,4497593602144;10,4985378113619;10,478360196867;9,50532366123478;10,2322883240442
